name,year,index,citation 
Thomas Angus Lyall Paton,1969,NULL,NULL
William Stanley Peart,1969,51,9507
Herbert Charles Pereira,1969, ,0
Sir Lionel Alexander Bethune Pilkington,1969,1,2
Charles Terence Clegg Wall,1969,NULL,NULL
Alan Walsh,1969,13,784
Philip Frank Wareing,1969,11,305
Winifred May Watkins,1969,NULL,NULL
Karel Frantisek Wiesner,1969,NULL,NULL
James Hardy Wilkinson,1969,34,4973
"Hugh Algernon Percy, 10th Duke of Northumberland",1970,NULL,NULL
Cyril Clifford Addison,1970,12,1096
Frank Featherstone Bonsall,1970,NULL,NULL
Colin Gasking Butler,1970,NULL,NULL
Raymond Casey,1970,4,75
Sir Cyril Astley Clarke,1970, ,0
John Flavell Coales,1970,38,7736
Leonard Francis La Cour,1970,NULL,NULL
Alexander Edgar Douglas,1970,3,16
Colin Eaborn,1970,38,7142
Ian Michael Glynn,1970, ,0
Sir Francis Graham-Smith,1970,7,325
John Heslop-Harrison,1970,54,9224
John Malcolm Hirst,1970,8,737
Vernon Martin Ingram,1970,5,261
John Conrad Jaeger,1970,21,2474
John Leonard Jinks,1970,50,9601
Brian David Josephson,1970,5,84
Oleg Alexander Kerensky,1970,6,153
Norman Bertram Marshall,1970,NULL,NULL
Mambillikalathil Govind Kumar Menon,1970, ,0
Ricardo Miledi,1970,68,19945
Jacques Francis Albert Pierre Miller,1970,3,43
Stanley Miles Partridge,1970,3,43
Sir John Shipley Rowlinson,1970,1,2
Sir Archibald Edward Russell,1970, ,0
Robert William Stewart,1970,2,12
John Bryan Taylor,1970,18,1242
David Arthur John Tyrrell,1970,17,886
Eric John Underwood,1970,4,105
John Paul Wild,1970,33,3698
Charles Gorrie Wynne,1970,NULL,NULL
Vero Copner Wynne-Edwards,1970,NULL,NULL
"Hirohito, Emperor of Japan",1971,NULL,NULL
Norman Henry Ashton,1971,7,194
John Herbert Beynon,1971,28,4308
Brian Blundell Boycott,1971,1,9
Alan Carrington,1971,30,2741
Douglas Harold Copp,1971,1,1
Geoffrey Sharman Dawes,1971,NULL,NULL
Michael Ellis Fisher,1971,32,3163
David Victor Glass,1971,24,3200
John Gurdon,1971,70,14660
Brian S. Hartley,1971,36,4001
Lionel Haworth,1971,NULL,NULL
Raymond Hide,1971,16,686
John Kingman,1971,3,78
Joel Mandelstam,1971,20,1500
Eric Harold Mansfield,1971,NULL,NULL
"Walter Marshall, Baron Marshall of Goring",1971,16,1103
John Lennox Monteith,1971,8,217
Frank Reginald Nunes Nabarro,1971,NULL,NULL
Arthur Charles Neish,1971,3,159
Paul Robert Owen,1971,25,1661
John Charles Polanyi,1971,18,1469
Adrian Frank Posnette,1971,16,731
Richard Edmund Reason,1971,NULL,NULL
Florence Gwendolen Rees,1971,13,456
John Donald Rose,1971,18,1126
George William Series,1971,47,8543
Robert Millner Shackleton,1971,1,5
Trevor Ian Shaw,1971,21,1449
Basil Weedon,1971,21,1735
Alan Marmaduke Wetherell,1971,NULL,NULL
Harry Blackmore Whittington,1971,NULL,NULL
Douglas Robert Wilkie,1971,NULL,NULL
Murray Llewellyn Barr,1972,NULL,NULL
John Stewart Bell,1972,40,7493
Bryan John Birch,1972,23,2002
David Mervyn Blow,1972,NULL,NULL
George Bond,1972,11,365
Gustav Victor Rudolf Born,1972,NULL,NULL
Samuel Francis Boys,1972,2,20
William Bullerwell,1972,NULL,NULL
Denis Parsons Burkitt,1972,NULL,NULL
Vernon Ellis Cosslett,1972,NULL,NULL
Alexander Dalgarno,1972,65,18590
Francis Farley,1972,25,4034
Geoffrey Fryer,1972,24,1800
Raymond Michael Gaze,1972,NULL,NULL
Victor Gold,1972,9,527
John Archibald Browne Gray,1972,31,3304
Alexander John Haddow,1972,6,187
David Keynes Hill,1972,NULL,NULL
John T. Houghton,1972,8,445
Andrew Keller,1972,59,13034
Hermann Lehmann,1972,35,6251
Morien Morgan,1972,NULL,NULL
William David Ollis,1972,39,6470
Benjamin Peary Pal,1972,NULL,NULL
Mary Parke,1972,23,1609
Roger Penrose,1972,35,8280
Gordon Hindle Rawcliffe,1972,NULL,NULL
Alfred Edward Ringwood,1972,NULL,NULL
"Max Rosenheim, Baron Rosenheim",1972,7,179
Ruth Ann Sanger,1972,NULL,NULL
Fritz Joseph Ursell,1972, ,
Robert Joseph Paton Williams,1972,30,2377
Christopher Alwyne Jack Young,1972,18,1206
Johannes Martin Bijvoet,1972,7,91
Kenneth Stewart Cole,1972,12,778
William Maurice Ewing,1972,9,537
Luis Federico Leloir,1972,NULL,NULL
"Quintin Hogg, Baron Hailsham of St Marylebone",1973, ,0
Percival Allen,1973,10,501
Brigitte Alice Askonas,1973,NULL,NULL
Francis Thomas Bacon,1973,31,3290
Alan Baker,1973,55,12512
Neil Bartlett,1973,31,2793
William John Granville Beynon,1973,36,4106
John Gatenby Bolton,1973,NULL,NULL
David Roxbee Cox,1973,NULL,NULL
Leslie Crombie,1973,21,2402
Harry Elliot,1973,7,122
Douglas Scott Falconer,1973,73,
Geoffrey Alan Gilbert,1973,18,1327
Richard John Harrison,1973,17,1186
Harold Horace Hopkins,1973,1,5
Anthony Kelly,1973,25,2703
Egon Hynek Kodicek,1973,NULL,NULL
"Jack Lewis, Baron Lewis of Newnham",1973,47,
Mary Frances Lyon,1973,1,12
Peter Bryan Conrad Matthews,1973,6,127
George Francis Mitchell,1973,18,922
Helio Gelli Pereira,1973,NULL,NULL
Paul Emanuel Polani,1973,NULL,NULL
John G. Ramsay,1973,39,17021
Lionel Edward Aston Rowson,1973,NULL,NULL
Monkombu Sambasivan Swaminathan,1973,NULL,NULL
Jamshed Rustom Tata,1973,NULL,NULL
David Warren Turner,1973,34,5057
William Frank Vinen,1973,18,1706
Paul Egerton Weatherley,1973,NULL,NULL
Ronald Whittam,1973,NULL,NULL
Alec David Young,1973,2,16
Vivian Ernest Fuchs,1974,NULL,NULL
Walter Fred Bodmer,1974,NULL,NULL
William Robert Boon,1974,2,13
Kenneth Burton,1974,16,11456
Hugh John Forster Cairns,1974,4,185
Roy Yorke Calne,1974,NULL,NULL
David Roderick Curtis,1974,2,16
John Frank Davidson,1974,38,5428
Jack David Dunitz,1974,NULL,NULL
Pehr Victor Edman,1974, ,0
John Douglas Eshelby,1974,51,12389
Jack Halpern,1974,47,8466
Stephen William Hawking,1974,NULL,NULL
Volker Heine,1974,55,13342
Robert Aubrey Hinde,1974,NULL,NULL
Albert Edward Litherland,1974,NULL,NULL
James Ephraim Lovelock,1974,16,884
Richard Ellis Ford Matthews,1974,109,51493
Drummond Hoyle Matthews,1974,NULL,NULL
Peter Dennis Mitchell,1974,19,1271
Samuel Victor Perry,1974,92,28633
Norman James Petch,1974,4,74
John Robert Philip,1974,75,
John Charlton Polkinghorne,1974,21,1185
Charles Wayne Rees,1974,7,219
John Rishbeth,1974,12,617
Roger Valentine Short,1974,5,130
John Trevor Stuart,1974,NULL,NULL
Robert Henry Stewart Thompson,1974,45,10236
John Robert Vane,1974,75,
Frederick John Vine,1974,2,35
Stephen Esslemont Woods,1974,NULL,NULL
Pierre Henry John Young,1974,40,4913
Arthur Erdelyi,1975,10,305
Peter Christopher Caldwell,1975,9,268
John Charnley,1975,40,8816
Richard Weck,1975,1,3
James Munro Dodd,1975,19,1505
Patrick Alfred Pierce Moran,1975, ,0
Denis Arthur Haydon,1975, ,0
Geoffrey Morse Binnie,1975,10,430
Reginald Charles Rainey,1975,6,319
Edward George Bowen,1975,17,4031
Keith Dalziel,1975,24,1757
Paul Jose de Mayo,1975,20,1791
Barry Albert Cross,1975,15,540
Raymond John Heaphy Beverton,1975,6,126
George Malcolm Brown,1975,10,433
John Wyrill Christian,1975,NULL,NULL
Cesar Milstein,1975,70,31363
Robert Wilson,1975,68,
Godfrey Newbold Hounsfield,1975,NULL,NULL
George P. L. Walker,1975,35,3518
Anne McLaren,1975,46,7677
Stanley Hay Umphray Bowie,1975,NULL,NULL
Andrew R. Lang,1975,73,26770
Boris P. Stoicheff,1975,1,4
Anthony Milner Lane,1975,43,8428
Ralph Owen Slatyer,1975,2,48
A. David Buckingham,1975,86,
Ronald Mason,1975,81,22127
Edward Charles Slater,1975,14,863
David Cecil Smith,1975,3,39
Frederick Whatley,1975,27,2924
Christopher Zeeman,1975,1,1
Henry Gilman,1975,41,
Michael Heidelberger,1975,18,1101
Feodor Lynen,1975,36,3849
Lars Onsager,1975,28,22579
Sir Ludwig Guttmann,1976,17,1132
William Watt,1976,17,790
Peter Frederick Baker,1976,22,1206
Thomas Gerald Pickavance,1976,NULL,NULL
Sir Karl Raimund Popper,1976,1,3
Roger Wolcott Sperry,1976,NULL,NULL
Henry Charnock,1976,8,1241
Edward George Gray,1976,17,
Elsie May Widdowson,1976,3,25
Sir William MacGregor Henderson,1976,1,1
Albrecht Frohlich,1976,13,600
John Derek Smith,1976,27,2811
John Michael Hammersley,1976,31,3648
George Bellamy Mackaness,1976,NULL,NULL
Roger John Blin-Stoyle,1976,NULL,NULL
Seymour Benzer,1976,58,12709
Frank William Ernest Gibson,1976,4,41
Leonard George Goodwin,1976,6,155
Joseph Murdoch Ritchie,1976,17,836
Hubert Rees,1976,23,1755
Sir James Whyte Black,1976,4,45
Daniel Joseph Bradley,1976,48,8520
Patricia Hannah Clarke,1976,8,314
Howard Harry Rosenbrock,1976,NULL,NULL
Sir Frederick Edward Warner,1976, ,0
Francis Gordon Albert Stone,1976,12,525
Sydney Percy Smith Andrew,1976,1,2
Robin Holliday,1976,42,8455
Sir Geoffrey Allen,1976,42,7005
Peter Martin Biggs,1976,58,15600
Sir John Ivan George Cadogan,1976,16,
William Gilbert Chaloner,1976,41,6825
Geoffrey Eglinton,1976,67,17147
Sir Roger James Elliott,1976,36,4573
Lloyd Thomas Evans,1976,4,40
Sir John Harold Horlock,1976,9,312
Dan Peter McKenzie,1976,8,271
Walter Heinrich Munk,1976,3,31
John Frederick Nye,1976,27,2398
Stephen Joseph Robinson,1976,48,8927
Stanley Desmond Smith,1976,32,3835
Brian Arthur Thrush,1976,8,274
Charles Hard Townes,1976,NULL,NULL
Michael John Whelan,1976,24,1722
Ronald Karslake Starr Wood,1976,5,71
Erich Armand Arthur Joseph Huckel,1977,NULL,NULL
Alfred Spinks,1977,1,1
Oliver Louis Zangwill,1977,NULL,NULL
Richard Oswald Chandler Norman,1977,3,98
Frank Pasquill,1977,8,327
Richard Hume Adrian,1977,26,3718
William John Strang,1977,36,4106
Gopalasamudram Narayana Ramachandran,1977,7,246
Vincent Massey,1977,69,17211
John Maynard Smith,1977,10,277
Rendel Sebastian Pease,1977,11,505
Isabella Helen Mary Muir,1977,1,14
Thomas Richard Edmund Southwood,1977,27,2191
Alan Arthur Wells,1977,3,68
Setsuro Ebashi,1977,39,6199
Edward Arthur Boyse,1977,10,684
Edward Granville Broadbent,1977,NULL,NULL
David Henry Cushing,1977,54,12061
Jeremy Randall Knowles,1977,NULL,NULL
Izrael Moiseivich Gelfand,1977,NULL,NULL
Ephraim Katchalski-Katzir,1977,24,3183
Alec Douglas Bangham,1977,NULL,NULL
John Philip Cooper,1977,28,3353
Cyril Domb,1977,31,3320
Peter Orlebar Bishop,1977,NULL,NULL
Peter Gray,1977,132,112413
Bruce Bilby,1977,NULL,NULL
Donald Thomas Anderson,1977,32,2906
Eric Albert Ash,1977,4,74
John Bingham,1977,25,1723
Martin Harold Phillips Bott,1977,7,226
Peter Chadwick,1977,20,1376
Alexander Lamb Cullen,1977,4,29
Peter Duncumb,1977,9,242
Ronald James Gillespie,1977,6,247
Jeffrey Goldstone,1977,22,5434
Leon Mestel,1977,6,157
Stephen Erwin Moorbath,1977,1,14
John Raymond Postgate,1977,53,11803
John Robert Ringrose,1977,75,24058
William Duncan Paterson Stewart,1977,29,2995
John Meurig Thomas,1977,6,81
David John Weatherall,1977,43,7732
Arnold Whittaker Wolfendale,1977,NULL,NULL
Roger Yate Stanier,1978,NULL,NULL
Sir Graham Selby Wilson,1978,NULL,NULL
Alan Frank Gibson,1978,6,368
Richard Rado,1978,12,1361
Malcolm Davenport Milne,1978,NULL,NULL
Fergus William Campbell,1978,66,15592
Janos Szentagothai,1978,30,3193
Hans Walter Kosterlitz,1978,11,468
Thomas Philip Stroud Powell,1978,8,217
Torbjorn Oskar Caspersson,1978,NULL,NULL
James Stanley Hey,1978,69,17829
Barry Edward Johnson,1978,39,3912
Sir Frederick William Page,1978,1,7
John Rodney Quayle,1978,3,88
Alastair Ian Scott,1978,26,2267
Donald Allan Ramsay,1978,19,1393
Joseph Victor Smith,1978,18,969
Sir Denis Eric Rooke,1978,NULL,NULL
John Lander Harper,1978,21,2656
George Alan Garton,1978,NULL,NULL
Har Gobind Khorana,1978,1,25
John Arthur Joseph Pateman,1978,47,7491
John Murdoch Mitchison,1978,12,626
Ainsley Iggo,1978,40,5654
Charles Walter Suckling,1978,21,2080
Sir Jack Edward Baldwin,1978,4,171
Norman Keith Boardman,1978,5,157
Alexander Boksenberg,1978,NULL,NULL
Keith Anthony Browning,1978,11,389
Philip George Burke,1978,30,3130
Sydney Cohen,1978,15,1603
Roger Arthur Cowley,1978,22,1312
Gordon Henry Dixon,1978,4,60
Murray Gell-Mann,1978,39,13043
Archibald Howie,1978,NULL,NULL
Donald Lynden-Bell,1978,21,1811
John (Jake) MacMillan,1978,30,3722
Sir Robin Buchanan Nicholson,1978,8,671
Ernest Ronald Oxburgh,1978, ,0
Bernard Leslie Shaw,1978,85,25049
John Hyslop Steele,1978,5,121
John Francis Talling,1978,1,1
Edwin William Taylor,1978,28,3325
Peter Whittle,1978,8,290
Charles Philip Arthur George,1978,3,17
Jerzy Neyman,1979,9,502
Janet Vida Watson,1979,NULL,NULL
Evelyn Martin Lansdowne Beale,1979,3,145
Yakov Borisovich Zel'dovich,1979,NULL,NULL
William Charles Evans,1979,9,227
Dame Janet Maria Vaughan,1979,NULL,NULL
Alastair Graham,1979,16,829
Patrick Anthony Merton,1979,NULL,NULL
Julius Axelrod,1979,103,37445
Digby Johns McLaren,1979,NULL,NULL
John Maxwell Cowley,1979,21,1056
Winifred Anne Tutin,1979,NULL,NULL
Durward William John Cruickshank,1979,36,4106
John Hilton Edwards,1979,25,1926
Michael Elliott,1979,25,2305
Joshua Lederberg,1979,24,2900
Milton Robert James Salton,1979,20,1139
Olgierd Cecil Zienkiewicz,1979,NULL,NULL
Harry Smith,1979,31,3684
Bernard Crossland,1979,4,72
David Alan Walker,1979,6,110
Godfrey Harry Stafford,1979,1,18
Sir Kenneth Murray,1979,33,4213
John Robert Laurence Allen,1979,75,
Michael Farries Ashby,1979,14,644
Michael Joseph Crumpton,1979,39,4228
Michael Anthony Epstein,1979,22,1731
Raymond Freeman,1979,9,213
Richard Lavenham Gardner,1979,NULL,NULL
Cyril Hilsum,1979,14,639
David Alan Hopwood,1979,6,110
Keith Usherwood Ingold,1979,NULL,NULL
Edward Irving,1979,28,3019
Geoffrey Melvill Jones,1979,NULL,NULL
Devendra Lal,1979,31,3533
Michael Franz Lappert,1979,50,7919
Ian Grant Macdonald,1979,23,1612
Robert McCredie May,1979,3,93
Brenda Atkinson Milner,1979,NULL,NULL
Denis Noble,1979,57,10976
Martin John Rees,1979, ,0
Paul Harry Roberts,1979,37,4628
John Griggs Thompson,1979,3,21
David James Thouless,1979,75,17018
Montague Mattinson Pennell,1980,NULL,NULL
John Arthur Shercliff,1980,47,7491
William Henry Wittrick,1980,16,970
Herbert Williams Smith,1980, ,0
Richard Evelyn Donohue Bishop,1980,NULL,NULL
Walter Thompson Welford,1980,13,525
Niels Kaj Jerne,1980,NULL,NULL
Hannes Olof Gosta Alfven,1980,14,654
John Burns Brooksby,1980,28,2775
Zbigniew Stanislaw Basinski,1980,NULL,NULL
Henry Ellis Daniels,1980,17,1121
William Donald Hamilton,1980,17,668
Frederick Gerard Friedlander,1980,41,5145
Douglas Hugh Everett,1980,NULL,NULL
Paul Moritz Cohn,1980,1,10
James Philip Elliott,1980,20,1559
Walter Eric Spear,1980,12,2325
Alan Marshall Muir Wood,1980,81,27127
Graham Collingwood Liggins,1980,NULL,NULL
William Fleming Hoggan Jarrett,1980,25,2627
Kenneth Henderson Jack,1980,27,2252
Muhammad Akhtar,1980,13,634
Philip Warren Anderson,1980,36,5459
Donald Charlton Bradley,1980,1,4
Brian Edgar Scourse Gunning,1980,1,28
Marshall Davidson Hatch,1980,NULL,NULL
Leslie Lars Iversen,1980,30,3189
Alan Roy Katritzky,1980,15,956
Thomas Walter Bannerman Kibble,1980,24,2845
Anthony Seymour Laughton,1980,20,1250
Richard Maitland Laws,1980,NULL,NULL
Anthony James Leggett,1980,42,5889
Anthony William Linnane,1980,9,305
Roger Parsons,1980,49,8197
George Karoly Radda,1980,NULL,NULL
Humphrey Peter Rang,1980,NULL,NULL
Mark Henry Richmond,1980,15,920
Derek Harry Roberts,1980,37,4628
Louis Siminovitch,1980,43,6578
Grenville Turner,1980,35,3477
Lawrence Weiskrantz,1980,47,8583
Lewis Wolpert,1980,44,8895
Norman Laurence Franklin,1981,NULL,NULL
John Guest Phillips,1981,62,10222
Dennis Frederick Evans,1981,31,2899
John Adair Barker,1981,29,2166
Michael Rex Horne,1981,29,2655
Frank Reginald Farmer,1981,NULL,NULL
Fred Brown,1981,43,8092
Autar Singh Paintal,1981,NULL,NULL
David John Wheeler,1981,43,7732
Sir Ian Alexander McGregor,1981,30,5779
Sir Robert William Kerr Honeycombe,1981,2,12
Sir John McGregor Hill,1981,14,773
Britton Chance,1981,107,
John Ashworth Nelder,1981,17,1623
Walter Plowright,1981,21,1508
Fraser John Bergersen,1981,NULL,NULL
Wallace Leslie William Sargent,1981,6,114
Ian Butterworth,1981,43,6142
Malcolm Roy Clarke,1981,1,1
Eric Albert Barnard,1981,4,74
Peter Bradshaw,1981,35,3901
David Maurice Brink,1981,38,5493
Brandon Carter,1981,37,5932
Robert Norman Clayton,1981,73,19960
John Horton Conway,1981,27,5834
Rex Malcolm Chaplin Dawson,1981,NULL,NULL
Christopher Forbes Graham,1981,8,454
Norman Michael Green,1981,26,3809
Herbert Gutfreund,1981,23,1659
Allan Stuart Hay,1981,6,110
Kenneth Charles Holmes,1981,5,111
Yuet Wai Kan,1981,7,210
Robert Phelan Langlands,1981,8,334
Simon Hugh Piper Maddrell,1981,NULL,NULL
Michael John O'Hara,1981,24,1722
Edward Roy Pike,1981,26,2004
Kenneth Alwyne Pounds,1981,NULL,NULL
Sir David Allan Rees,1981,44,5003
Colin Bernard Reese,1981,NULL,NULL
Edward Reich,1981,55,10144
Igor Rostislavovich Shafarevich,1981,NULL,NULL
John Clayton Taylor,1981,18,1065
James Dewey Watson,1981,13,454
Steven Weinberg,1981,91,46297
Evgenii Mikhailovich Lifshitz,1982,NULL,NULL
Thomas Gaskell Tutin,1982,15,811
George Stanley Rushbrooke,1982,18,1211
James Derek Birchall,1982,NULL,NULL
Warner Tjardus Koiter,1982,10,314
Eric John Hewitt,1982,4,105
William Maxwell Cowan,1982,38,5216
Ulrich Wolfgang Arndt,1982,NULL,NULL
Stephen Finney Mason,1982,25,2630
Anthony David Bradshaw,1982,85,29405
Ronald Harry Ottewill,1982,NULL,NULL
John Conrad Waterlow,1982,21,2474
Noreen Elizabeth Murray,1982,35,4366
Amos Henry Chilver,1982,1,3
Robert Francis Hudson,1982,18,783
Lewis Edward John Roberts,1982,4,157
Rodney James Baxter,1982,6,323
Michael Victor Berry,1982,2,10
Lawrence Michael Brown,1982,162,90467
Daniel McGillivray Brown,1982,1,10
Bryan Campbell Clarke,1982,11,371
Alan William Cuthbert,1982,NULL,NULL
John Thomas Finch,1982,81,
Henry Edgar Hall,1982,NULL,NULL
Michael Hart,1982,32,7416
Charles Antony Richard Hoare,1982,11,384
David Hunter Hubel,1982,142,
William Johnson,1982,94,
Kenneth Langstreth Johnson,1982,NULL,NULL
Peter Julius Lachmann,1982,14,890
Ralph Lainson,1982,32,4081
Michael Francis Land,1982,20,1461
Peter John Lawrenson,1982,27,1955
William Russell Levick,1982,34,6776
Gustav Joseph Victor Nossal,1982,2,7
William James Peacock,1982,30,4433
Phillip James Edwin Peebles,1982,15,1210
Peter Rainger,1982,1,8
Chintamani Nagesa Ramachandra Rao,1982,2,8
John George Sclater,1982,18,1189
Graeme Bryce Segal,1982,18,1067
David Rostron Trentham,1982,NULL,NULL
Stewart Turner,1982,15,2629
Torsten Nils Wiesel,1982,NULL,NULL
George Evelyn Hutchinson,1983,NULL,NULL
Henry Stommel,1983,21,1972
Ian Graham Gass,1983,53,11191
Jean Leray,1983,19,1036
William Wilton Douglas,1983,NULL,NULL
Charles David Marsden,1983,71,17620
Dennis W. Sciama,1983,NULL,NULL
Ian Sneddon,1983,20,1632
Sivaramakrishna Chandrasekhar,1983,NULL,NULL
Ted Paige,1983,NULL,NULL
Anthony Trafford James,1983,4,58
Christopher Polge,1983,23,2500
Philip Randle,1983,52,13508
Frank Westheimer,1983,43,7621
John Lawson,1983,49,10889
Alan Sargeson,1983,44,7280
Anatole Abragam,1983,NULL,NULL
Felix Weinberg,1983,24,2193
Margaret Thatcher,1983,NULL,NULL
George William Gray,1983,47,8543
Martin Aitken,1983,22,1589
David Attenborough,1983, ,0
Patrick Bateson,1983,38,5756
Edward Cocking,1983,34,5461
Pierre Deslongchamps,1983,28,2677
Reginald John Ellis,1983,100,
Malcolm Ferguson-Smith,1983,68,20394
Alan Fersht,1983,114,44025
William Alexander Gambling,1983,24,2133
Ian Read Gibbons,1983,4,178
Ray Guillery,1983,58,11058
Richard Henderson,1983,21,1850
Peter Higgs,1983,41,6041
Christopher Hooley,1983,18,946
Peter Lawrence,1983,49,7529
George Lusztig,1983,34,4266
